Wall time,Step,Value
1717887469.7374208,10295,0.012383428402245045
1717887487.0808501,10427,0.011453313753008842
1717887504.1633134,10559,0.010205533355474472
1717887521.6110082,10691,0.014754991978406906
1717887538.6526077,10823,0.011103798635303974
1717887556.1566272,10955,0.014262502081692219
1717887573.4041758,11087,0.026276521384716034
1717887590.8785174,11219,0.014435292221605778
1717887608.0960314,11351,0.01025502011179924
1717887625.2775874,11483,0.011200382374227047
1717887642.728647,11615,0.010075459256768227
1717887659.739164,11747,0.011695470660924911
1717887677.1641114,11879,0.010312817059457302
1717887694.249231,12011,0.009494547732174397
1717887711.8830419,12143,0.011927667073905468
1717887729.254517,12275,0.012686179019510746
1717887746.2461212,12407,0.01111640315502882
1717887763.8374927,12539,0.009129914455115795
1717887781.1125288,12671,0.014043253846466541
1717887798.5298939,12803,0.009054508060216904
1717887815.7661078,12935,0.016903821378946304
1717887832.9898338,13067,0.012792970053851604
1717887850.5158854,13199,0.016802750527858734
1717887867.7325265,13331,0.012017914094030857
1717887885.5941272,13463,0.009116457775235176
1717887902.819357,13595,0.019637789577245712
1717887920.3471127,13727,0.014308439567685127
1717887937.7727864,13859,0.013966699130833149
1717887954.980914,13991,0.014443435706198215
1717887972.996666,14123,0.015341733582317829
1717887990.4873266,14255,0.012073064222931862
1717888008.6828473,14387,0.010407908819615841
1717888026.592919,14519,0.012129553593695164
1717888044.3747506,14651,0.00998072512447834
1717888062.230289,14783,0.011171101592481136
1717888080.0355756,14915,0.019106751307845116
1717888098.140495,15047,0.010364522226154804
1717888115.7904313,15179,0.011934155598282814
1717888133.8281636,15311,0.014206808991730213
1717888151.8856766,15443,0.01166003942489624
1717888169.5103276,15575,0.01880710944533348
1717888187.5847569,15707,0.011450923047959805
1717888204.6906385,15839,0.010057437233626842
1717888222.2489042,15971,0.011563187465071678
1717888239.5324063,16103,0.009986916556954384
1717888256.798273,16235,0.009558224119246006
1717888274.5250843,16367,0.01141499076038599
1717888291.6584914,16499,0.011143644340336323
1717888309.2018137,16631,0.0107258977368474
1717888326.4717329,16763,0.016344986855983734
1717888344.0079474,16895,0.010306273587048054
1717888361.2557845,17027,0.00872145313769579
1717888378.4797692,17159,0.009340145625174046
1717888396.0136428,17291,0.009491433389484882
1717888413.143603,17423,0.0071581765078008175
1717888430.9581184,17555,0.024937260895967484
1717888448.1679852,17687,0.02040448598563671
1717888465.3445444,17819,0.018989097326993942
1717888482.6989188,17951,0.01812334731221199
1717888499.8652108,18083,0.016711818054318428
1717888517.4874926,18215,0.016215648502111435
1717888534.4602935,18347,0.01569259725511074
